# SpotBugs LOW-confidence reviewed inventory.
# Format: type|priority|class|method|methodDescriptor|field|fieldDescriptor|count
# Every change requires review against documentation/StaticAnalysis.md.
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|drop_index_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Drop_index_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|drop_table_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Drop_table_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|drop_trigger_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Drop_trigger_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|drop_view_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Drop_view_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|expr|(I)Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$ExprContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|factored_select_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Factored_select_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|foreign_key_clause|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Foreign_key_clauseContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|insert_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Insert_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|logicalQuery|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$LogicalQueryContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|module_argument|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Module_argumentContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|pragma_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Pragma_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|pragma_value|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Pragma_valueContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|qualified_table_name|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Qualified_table_nameContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|query|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$QueryContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|reindex_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Reindex_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|release_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Release_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|result_column|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Result_columnContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|rollback_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Rollback_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|select_core|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Select_coreContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|select_or_values|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Select_or_valuesContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|select_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Select_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|simpleQuery|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$SimpleQueryContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|simple_select_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Simple_select_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|sql_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Sql_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|table_or_subquery|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Table_or_subqueryContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|type_name|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Type_nameContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|update_stmt_limited|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Update_stmt_limitedContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|update_stmt|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$Update_stmtContext;|||1
SF_SWITCH_NO_DEFAULT|2|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|with_clause|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$With_clauseContext;|||1
SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR|2|com.googlecode.cqengine.query.parser.common.ParserLimits|<init>|(III)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkAdd|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkRemove|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|clearIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|createAndBindSelectPreparedStatement|(Ljava/lang/String;Ljava/lang/String;Ljava/util/List;Lcom/googlecode/cqengine/query/Query;Ljava/sql/Connection;)Ljava/sql/PreparedStatement;|||7
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexTable|(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/Class;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||2
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropLegacyIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|expandDatabase|(Ljava/sql/Connection;J)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|getAllIndexEntries|(Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|getCountOfDistinctKeys|(Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|getDistinctKeysAndCounts|(ZLjava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|getIndexEntryByObjectKey|(Ljava/lang/Object;Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|indexTableExists|(Ljava/lang/String;Ljava/sql/Connection;)Z|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|renameLegacyIndexTable|(Ljava/lang/String;Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_INJECTION_JDBC|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|setSyncAndJournaling|(Ljava/sql/Connection;Lorg/sqlite/SQLiteConfig$SynchronousMode;Lorg/sqlite/SQLiteConfig$JournalMode;)V|||2
SQL_INJECTION_JDBC|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|readPragmaLong|(Ljava/sql/Connection;Ljava/lang/String;)J|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|clearIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexTable|(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/Class;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropLegacyIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getAllIndexEntries|(Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getCountOfDistinctKeys|(Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getDistinctKeysAndCounts|(ZLjava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|indexTableExists|(Ljava/lang/String;Ljava/sql/Connection;)Z|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|renameLegacyIndexTable|(Ljava/lang/String;Ljava/lang/String;Ljava/sql/Connection;)V|||1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|setSyncAndJournaling|(Ljava/sql/Connection;Lorg/sqlite/SQLiteConfig$SynchronousMode;Lorg/sqlite/SQLiteConfig$JournalMode;)V|||1
SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING|2|com.googlecode.cqengine.index.sqlite.support.DBQueries|createAndBindSelectPreparedStatement|(Ljava/lang/String;Ljava/lang/String;Ljava/util/List;Lcom/googlecode/cqengine/query/Query;Ljava/sql/Connection;)Ljava/sql/PreparedStatement;|||1
SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkAdd|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkRemove|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|createAndBindSelectPreparedStatement|(Ljava/lang/String;Ljava/lang/String;Ljava/util/List;Lcom/googlecode/cqengine/query/Query;Ljava/sql/Connection;)Ljava/sql/PreparedStatement;|||1
SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getIndexEntryByObjectKey|(Ljava/lang/Object;Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_CLAUSE_THROWABLE|3|com.googlecode.cqengine.persistence.support.sqlite.LockReleasingConnection|invokeTarget|(Ljava/lang/reflect/Method;[Ljava/lang/Object;)Ljava/lang/Object;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.RequestScopeConnectionManager|close|(Lcom/googlecode/cqengine/persistence/RequestScopeTransactionOutcome;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.RequestScopeConnectionManager|commitOpenTransactions|()V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.RequestScopeConnectionManager|useImmediateTransactionForWriteRequest|(Ljava/sql/Connection;Lcom/googlecode/cqengine/query/option/QueryOptions;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$2$1|computeNext|()Ljava/lang/Object;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$2$2$1|computeNext|()Ljava/lang/Object;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$3$1|computeNext|()Ljava/lang/Object;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$6$1|computeNext|()Lcom/googlecode/cqengine/index/support/KeyStatistics;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$7$1|computeNext|()Ljava/lang/Comparable;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.SQLiteIndex$8$1|computeNext|()Lcom/googlecode/cqengine/index/support/KeyValue;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkAdd|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|bulkRemove|(Ljava/lang/Iterable;Ljava/lang/String;Ljava/sql/Connection;)I|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|clearIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|compactDatabase|(Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|contains|(Ljava/lang/Object;Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)Z|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|countDistinct|(Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)I|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|count|(Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)I|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|createIndexTable|(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/Class;Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexOnTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|dropIndexTable|(Ljava/lang/String;Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|expandDatabase|(Ljava/sql/Connection;J)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getAllIndexEntries|(Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getCountOfDistinctKeys|(Ljava/lang/String;Ljava/sql/Connection;)I|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getDistinctKeysAndCounts|(ZLjava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getDistinctKeys|(Lcom/googlecode/cqengine/query/Query;ZLjava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getIndexEntryByObjectKey|(Ljava/lang/Object;Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|getKeysAndValues|(Lcom/googlecode/cqengine/query/Query;ZLjava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|indexTableExists|(Ljava/lang/String;Ljava/sql/Connection;)Z|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|migrateLegacyIndexTableIfNeeded|(Ljava/lang/String;Ljava/lang/String;Ljava/sql/Connection;)Z|||4
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|readPragmaLong|(Ljava/sql/Connection;Ljava/lang/String;)J|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|search|(Lcom/googlecode/cqengine/query/Query;Ljava/lang/String;Ljava/sql/Connection;)Ljava/sql/ResultSet;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBQueries|setSyncAndJournaling|(Ljava/sql/Connection;Lorg/sqlite/SQLiteConfig$SynchronousMode;Lorg/sqlite/SQLiteConfig$JournalMode;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBUtils|commit|(Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBUtils|getValueFromResultSet|(ILjava/sql/ResultSet;Ljava/lang/Class;)Ljava/lang/Object;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBUtils|rethrowIfBusy|(Ljava/lang/String;Ljava/lang/Throwable;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBUtils|rollbackOrThrow|(Ljava/sql/Connection;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.sqlite.support.DBUtils|setAutoCommit|(Ljava/sql/Connection;Z)Z|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.index.support.CloseableRequestResources|closeAll|(Ljava/lang/Iterable;)V|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.persistence.disk.DiskPersistence|getConnectionWithRWLock|(Lcom/googlecode/cqengine/index/Index;Lcom/googlecode/cqengine/query/option/QueryOptions;)Ljava/sql/Connection;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.persistence.disk.DiskPersistence|openConnection|(Lorg/sqlite/SQLiteDataSource;Ljava/io/File;)Ljava/sql/Connection;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.persistence.offheap.OffHeapPersistence|getConnection|(Lcom/googlecode/cqengine/index/Index;Lcom/googlecode/cqengine/query/option/QueryOptions;)Ljava/sql/Connection;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.persistence.offheap.OffHeapPersistence|openConnection|(Lorg/sqlite/SQLiteDataSource;Ljava/lang/String;)Ljava/sql/Connection;|||1
THROWS_METHOD_THROWS_RUNTIMEEXCEPTION|3|com.googlecode.cqengine.query.parser.sql.grammar.SQLGrammarParser|error|()Lcom/googlecode/cqengine/query/parser/sql/grammar/SQLGrammarParser$ErrorContext;|||1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.TransactionalIndexedCollection$Version|||versionNumber|J|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.index.radix.RadixTreeIndex|||nodeFactory|Lcom/googlecode/concurrenttrees/radix/node/NodeFactory;|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.index.radixinverted.InvertedRadixTreeIndex|||nodeFactory|Lcom/googlecode/concurrenttrees/radix/node/NodeFactory;|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.index.radixreversed.ReversedRadixTreeIndex|||nodeFactory|Lcom/googlecode/concurrenttrees/radix/node/NodeFactory;|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.index.sqlite.SimplifiedSQLiteIndex|||persistenceType|Ljava/lang/Class;|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.index.suffix.SuffixTreeIndex|||nodeFactory|Lcom/googlecode/concurrenttrees/radix/node/NodeFactory;|1
URF_UNREAD_FIELD|3|com.googlecode.cqengine.persistence.support.sqlite.SQLiteObjectStore|||objectType|Ljava/lang/Class;|1
URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD|3|com.googlecode.cqengine.codegen.AttributeNameProducers|||USE_HUMAN_READABLE_NAMES_FOR_GETTERS|Ljava/util/function/Function;|1
URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD|3|com.googlecode.cqengine.index.support.AbstractMapBasedAttributeIndex|||indexMapFactory|Lcom/googlecode/cqengine/index/support/Factory;|1
URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD|3|com.googlecode.cqengine.index.unique.UniqueIndex|||indexMapFactory|Lcom/googlecode/cqengine/index/support/Factory;|1
